Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_multiplier,supply_multiplier,adjusted_ride_cost,profit_percentage
53,7,Urban,Silver,64,4.55,Night,1,10,86.19117981,1.325,1.5714285714285714,179.4623493901071,108.21428571428568
35,14,Urban,Silver,74,5.0,Night,1,175,727.8809448,0.875,2.7142857142857144,1728.7172438999999,137.5
53,40,Rural,Gold,79,3.66,Evening,1,30,158.6526416,1.325,0.95,199.704012614,25.874999999999986
36,23,Urban,Silver,42,4.66,Morning,0,14,44.52503661,0.9,1.6521739130434783,66.20679356791305,48.69565217391306
38,25,Urban,Regular,2,4.24,Morning,1,128,452.4258269,0.95,1.52,653.3028940436,44.39999999999999
52,36,Rural,Silver,1,4.52,Morning,1,36,152.6404792,1.3,1.0555555555555556,209.4566575688889,37.222222222222236
91,64,Suburban,Regular,26,4.56,Morning,1,96,420.2245689,1.123456790123457,0.59375,377.683316245926,-10.123456790123441
87,5,Urban,Silver,59,4.32,Night,0,42,151.3593007,1.0740740740740742,2.2,357.65642165407417,136.29629629629633
96,20,Suburban,Gold,88,3.6,Evening,1,71,242.2719657,1.1851851851851851,1.9,545.5605746133333,125.18518518518516
83,59,Urban,Gold,8,4.85,Morning,0,31,119.0485544,1.0246913580246915,0.6440677966101694,97.59041990320989,-18.02469135802468
48,23,Rural,Gold,0,4.46,Afternoon,0,174,472.5695408,1.2,1.6521739130434783,936.9204808904348,98.26086956521738
65,19,Suburban,Silver,24,4.59,Evening,0,96,334.6493506,1.625,2.0,1087.61038945,225.0
79,29,Suburban,Silver,0,4.86,Morning,0,127,406.0855257,1.975,1.3103448275862069,1050.9213346132758,158.79310344827584
100,22,Suburban,Silver,45,4.23,Night,1,141,551.3651376,1.2345679012345678,1.7272727272727273,1175.750574006734,113.24354657687992
73,63,Suburban,Silver,25,4.19,Afternoon,0,129,534.0181946,1.825,0.6031746031746031,779.666564116,46.0
79,67,Rural,Gold,56,4.01,Evening,1,151,501.2363001,1.975,0.5671641791044776,791.953354158,58.00000000000001
88,55,Rural,Regular,56,4.0,Night,1,26,159.6069186,1.0864197530864197,0.6909090909090909,138.72008727703704,-13.086419753086421
76,34,Suburban,Silver,10,4.92,Morning,0,103,359.801051,1.9,1.1176470588235294,764.0481141823528,112.35294117647057
49,30,Suburban,Silver,80,3.74,Night,0,85,348.6695625,1.225,1.2666666666666666,541.0189378125,55.16666666666667
100,64,Rural,Regular,7,4.89,Night,1,115,490.504076,1.2345679012345678,0.59375,484.4484701234568,-1.2345679012345683
87,26,Rural,Gold,63,4.2,Morning,1,118,485.6832395,1.0740740740740742,1.4615384615384615,762.4258261096867,56.98005698005699
22,5,Rural,Silver,93,4.85,Evening,0,99,424.9275102,0.55,2.2,747.8724179520001,76.00000000000003
21,11,Rural,Silver,23,3.76,Afternoon,0,12,40.44289065,0.525,1.0,32.35431252,-20.000000000000004
93,57,Suburban,Regular,34,4.89,Morning,1,80,258.4249153,1.1481481481481481,0.6666666666666666,237.36807034962965,-8.148148148148145
28,15,Rural,Gold,90,4.25,Night,1,177,511.929391,0.7,2.533333333333333,1037.5102324266668,102.66666666666669
97,7,Urban,Silver,22,3.74,Afternoon,1,147,441.746701,1.1975308641975309,1.5714285714285714,831.2940563791886,88.18342151675485
48,12,Urban,Silver,51,4.63,Night,1,32,175.5180543,1.2,3.1666666666666665,666.96860634,280.0
70,37,Urban,Silver,10,3.65,Night,1,168,658.5834277,1.75,1.027027027027027,1183.67021465,79.72972972972971
78,12,Rural,Silver,99,4.3,Afternoon,0,95,299.2909931,1.95,3.1666666666666665,1848.1218823924999,517.5
25,7,Rural,Regular,24,3.85,Evening,1,144,494.8027992,0.625,1.5714285714285714,622.0378047085713,25.7142857142857
24,9,Urban,Gold,6,4.05,Afternoon,1,69,223.519012,0.6,1.2222222222222223,218.55192284444448,-2.2222222222222094
92,37,Rural,Silver,7,4.92,Morning,1,103,434.5710508,1.1358024691358024,1.027027027027027,506.92705825719054,16.64998331664998
43,33,Rural,Gold,16,4.01,Morning,1,159,630.4284013,1.075,1.1515151515151516,780.3939452456061,23.787878787878793
96,23,Urban,Gold,8,4.23,Morning,1,90,445.1254111,1.1851851851851851,1.6521739130434783,871.614331558132,95.81320450885667
88,46,Rural,Gold,35,4.89,Afternoon,1,72,361.985521,1.0864197530864197,0.8260869565217391,324.8737472420827,-10.252281266774014
83,43,Suburban,Regular,20,3.59,Morning,0,63,267.2821971,1.0246913580246915,0.8837209302325582,242.0350415312662,-9.44587998851564
50,29,Urban,Regular,2,4.81,Morning,0,143,518.954763,1.25,1.3103448275862069,850.0121118103447,63.79310344827584
97,75,Urban,Regular,15,4.94,Afternoon,0,163,575.4934492,1.1975308641975309,0.5066666666666667,551.336934048395,-4.19753086419753
84,24,Suburban,Regular,39,4.08,Afternoon,0,86,349.4432162,1.037037037037037,1.5833333333333333,573.7771327728394,64.1975308641975
68,40,Suburban,Silver,58,4.64,Morning,1,68,279.2349662,1.7,0.95,450.96447041299996,61.5
77,30,Urban,Regular,99,4.7,Evening,1,179,689.7483155,1.925,1.2666666666666666,1681.8363092941668,143.83333333333334
82,67,Urban,Regular,13,4.43,Afternoon,0,33,88.76294359,1.0123456790123457,0.5671641791044776,71.88702591980248,-19.012345679012334
21,8,Suburban,Gold,37,3.71,Evening,1,171,621.7963495,0.525,1.375,683.97598445,10.000000000000005
75,24,Rural,Regular,44,3.79,Night,1,72,307.6219494,1.875,1.5833333333333333,913.25266228125,196.875
61,9,Urban,Gold,74,3.98,Evening,1,32,172.4105313,1.525,1.2222222222222223,321.35407361750003,86.3888888888889
90,13,Suburban,Regular,24,3.73,Afternoon,0,126,444.2453021,1.1111111111111112,2.923076923076923,1442.8479897264958,224.7863247863248
100,21,Suburban,Regular,20,3.52,Night,1,163,556.8967118,1.2345679012345678,1.8095238095238095,1244.0961227748382,123.39800117577893
93,31,Suburban,Gold,13,3.58,Afternoon,1,101,355.3245755,1.1481481481481481,1.2258064516129032,500.08643959259257,40.74074074074075
92,14,Urban,Silver,57,3.73,Morning,1,133,474.9977391,1.1358024691358024,2.7142857142857144,1464.3669275957673,208.28924162257496
61,12,Rural,Gold,59,4.72,Afternoon,1,178,581.9712306,1.525,3.1666666666666665,2810.4360677724994,382.9166666666665
53,12,Suburban,Gold,79,3.6,Night,1,154,663.4393972,1.325,3.1666666666666665,2783.681137418333,319.58333333333326
55,21,Urban,Regular,20,3.56,Night,1,134,519.4694924,1.375,1.8095238095238095,1292.4895703761906,148.80952380952382
57,45,Rural,Gold,78,4.43,Afternoon,1,112,397.6919501,1.425,0.8444444444444444,478.5559799536667,20.333333333333343
34,8,Suburban,Silver,51,4.09,Afternoon,1,130,388.1122299,0.85,1.375,453.60616869562494,16.87499999999999
50,11,Suburban,Silver,19,4.87,Morning,0,144,591.100076,1.25,1.0,738.8750949999999,24.999999999999993
35,22,Rural,Silver,82,3.79,Afternoon,0,174,586.7988633,0.875,1.7272727272727273,886.8664638511364,51.13636363636363
43,14,Suburban,Regular,1,3.53,Night,1,134,648.9097429,1.075,2.7142857142857144,1893.425928390357,191.7857142857143
50,25,Suburban,Silver,19,4.32,Night,0,176,746.3391325,1.25,1.52,1418.04435175,90.0
55,19,Urban,Regular,64,4.34,Morning,1,129,555.0976878,1.375,2.0,1526.5186414500001,175.00000000000003
93,67,Urban,Silver,21,4.88,Night,1,87,417.9131413,1.1481481481481481,0.5671641791044776,383.8609594162963,-8.148148148148152
94,69,Urban,Silver,86,4.12,Morning,1,18,97.80093622,1.1604938271604939,0.5507246376811594,90.79790621906173,-7.16049382716049
70,60,Urban,Regular,57,4.05,Afternoon,1,43,193.089112,1.75,0.6333333333333333,270.32475680000005,40.00000000000002
36,25,Suburban,Regular,61,3.64,Night,0,132,492.4640116,0.9,1.52,673.6907678688001,36.80000000000002
37,9,Suburban,Silver,73,4.8,Morning,0,124,408.8156288,0.925,1.2222222222222223,462.18878033777787,13.055555555555575
68,46,Urban,Gold,8,4.21,Afternoon,0,116,364.1617948,1.7,0.8260869565217391,511.4098248713043,40.43478260869564
77,15,Suburban,Regular,47,4.47,Morning,0,66,228.6434979,1.925,2.533333333333333,1115.018124759,387.6666666666667
27,12,Suburban,Silver,64,4.7,Evening,0,149,667.946428,0.675,3.1666666666666665,1692.1309509333332,153.33333333333331
90,56,Suburban,Silver,61,4.38,Night,1,91,410.342709,1.1111111111111112,0.6785714285714286,364.74907466666673,-11.1111111111111
46,23,Suburban,Regular,19,4.92,Afternoon,0,169,710.4192642,1.15,1.6521739130434783,1349.79660198,90.0
96,80,Urban,Regular,47,3.77,Morning,0,70,177.2030658,1.1851851851851851,0.475,168.01475868444444,-5.18518518518518
80,6,Rural,Silver,43,4.81,Night,0,24,74.32837978,2.0,1.8333333333333333,272.5373925266667,266.66666666666663
80,31,Suburban,Silver,91,4.61,Evening,1,127,392.3027601,2.0,1.2258064516129032,961.7745086322581,145.16129032258064
64,25,Suburban,Silver,85,4.46,Afternoon,1,37,168.6101943,1.6,1.52,410.0599925376,143.20000000000002
57,42,Rural,Silver,36,3.59,Afternoon,1,167,587.2581373,1.425,0.9047619047619048,757.1435270189287,28.92857142857144
52,7,Rural,Silver,57,4.82,Night,0,180,563.9803273,1.3,1.5714285714285714,1152.1312400557142,104.28571428571428
69,56,Urban,Regular,73,4.02,Night,1,116,352.3474983,1.725,0.6785714285714286,486.23954765400003,38.000000000000014
67,54,Suburban,Regular,53,3.67,Morning,0,110,415.3075369,1.675,0.7037037037037037,556.5120994460001,34.00000000000002
25,7,Rural,Silver,13,4.07,Afternoon,1,60,204.2158433,0.625,1.5714285714285714,256.72848872,25.714285714285705
80,35,Rural,Regular,29,4.49,Night,0,79,319.6520701,2.0,1.0857142857142856,694.1016379314285,117.14285714285712
73,6,Suburban,Silver,5,4.03,Night,1,71,362.0533307,1.825,1.8333333333333333,1211.3701023004166,234.58333333333331
24,6,Urban,Regular,65,4.29,Afternoon,1,106,387.4755378,0.6,1.8333333333333333,568.29745544,46.66666666666668
37,14,Rural,Gold,18,4.36,Evening,0,85,348.8532987,0.925,2.7142857142857144,875.870960664643,151.07142857142864
27,6,Rural,Regular,74,4.75,Afternoon,1,157,732.2985127,0.675,1.8333333333333333,1074.0378186266666,46.66666666666667
23,11,Urban,Regular,11,4.86,Afternoon,0,133,343.6721334,0.575,1.0,274.93770672,-20.000000000000004
42,8,Rural,Gold,12,4.79,Morning,1,166,599.7162532,1.05,1.375,865.8403405575,44.375
74,39,Urban,Silver,11,3.65,Morning,0,173,484.7545389,1.85,0.9743589743589743,873.8011303761539,80.25641025641026
68,30,Urban,Regular,28,4.69,Night,1,134,581.1514566,1.7,1.2666666666666666,1251.412803212,115.33333333333333
59,9,Suburban,Silver,30,4.83,Afternoon,0,140,603.3651643,1.475,1.2222222222222223,1087.733310085278,80.27777777777781
89,75,Rural,Silver,76,4.39,Evening,0,110,369.8546415,1.0987654320987654,0.5066666666666667,325.1067959851852,-12.09876543209876
81,35,Suburban,Regular,45,4.11,Night,0,174,708.8801421,2.025,1.0857142857142856,1558.523626702714,119.85714285714282
33,8,Suburban,Regular,74,4.52,Morning,1,56,205.8375505,0.825,1.375,233.49697134843748,13.437499999999996
75,28,Urban,Gold,49,4.46,Night,0,163,684.5607033,1.875,1.3571428571428572,1741.9625039330358,154.46428571428572
87,48,Suburban,Silver,95,4.73,Morning,0,162,453.2541299,1.0740740740740742,0.7916666666666666,389.4628079140741,-14.074074074074067
56,37,Suburban,Silver,96,3.83,Afternoon,1,130,412.584838,1.4,1.027027027027027,593.2300913945945,43.78378378378377
75,32,Urban,Silver,20,3.69,Evening,1,96,440.4442377,1.875,1.1875,980.6766230039062,122.65625000000003
99,54,Rural,Silver,96,3.77,Afternoon,1,61,241.6407114,1.2222222222222223,0.7037037037037037,236.27091781333334,-2.2222222222222134
33,16,Rural,Regular,81,4.08,Afternoon,1,50,201.2925319,0.825,2.375,394.4075546915625,95.9375
41,28,Rural,Gold,89,4.47,Evening,1,45,220.0511403,1.025,1.3571428571428572,306.1068540958928,39.10714285714284
55,19,Suburban,Silver,74,3.51,Morning,0,173,702.913416,1.375,2.0,1933.011894,174.99999999999997
93,51,Rural,Silver,12,4.98,Morning,1,90,431.4216603,1.1481481481481481,0.7450980392156863,396.26878427555556,-8.148148148148143
54,35,Urban,Silver,11,4.49,Afternoon,1,96,466.8626811,1.35,1.0857142857142856,684.2873011551428,46.57142857142857
34,20,Urban,Gold,21,4.15,Morning,1,158,445.1263612,0.85,1.9,718.879073338,61.5
86,18,Suburban,Silver,61,4.3,Afternoon,1,126,441.6378571,1.0617283950617284,2.111111111111111,989.898845680933,124.14266117969828
85,27,Suburban,Gold,8,4.11,Night,1,157,669.5210117,1.0493827160493827,1.4074074074074074,988.8216130731597,47.69090077732054
74,5,Suburban,Regular,80,3.63,Night,0,134,354.3852115,1.85,2.2,1442.347810805,307.0
63,53,Rural,Gold,33,4.33,Afternoon,0,175,489.7125243,1.575,0.7169811320754716,617.0377806179999,25.99999999999999
55,13,Suburban,Silver,45,3.71,Morning,1,40,222.568582,1.375,2.923076923076923,894.5544930384615,301.9230769230769
100,66,Suburban,Gold,27,3.53,Evening,1,106,412.2556068,1.2345679012345678,0.5757575757575758,407.1660314074074,-1.234567901234575
51,27,Urban,Gold,86,3.82,Evening,1,152,472.2157353,1.275,1.4074074074074074,847.3649027883333,79.44444444444444
37,10,Urban,Silver,33,4.86,Afternoon,0,44,179.9398803,0.925,1.1,183.08882820525002,1.7500000000000144
99,71,Suburban,Gold,3,4.63,Morning,1,100,308.9111533,1.2222222222222223,0.5352112676056338,302.0464610044445,-2.2222222222222134
54,24,Rural,Silver,85,3.79,Evening,0,102,306.3142432,1.35,1.5833333333333333,654.7466948400001,113.75000000000004
30,7,Rural,Gold,57,4.27,Morning,1,69,224.4648783,0.75,1.5714285714285714,282.1844184342857,25.714285714285705
84,56,Urban,Silver,71,4.56,Evening,1,15,101.0737865,1.037037037037037,0.6785714285714286,83.85380805925925,-17.03703703703704
49,14,Suburban,Silver,55,4.43,Morning,1,131,633.4966221,1.225,2.7142857142857144,2106.3762684825,232.50000000000003
86,10,Urban,Silver,98,4.8,Morning,0,18,62.87509274,1.0617283950617284,1.1,73.4318984346173,16.790123456790145
48,24,Rural,Gold,17,3.98,Afternoon,0,29,92.03104706,1.2,1.5833333333333333,174.858989414,89.99999999999999
67,18,Urban,Silver,78,3.81,Morning,1,22,106.7358926,1.675,2.111111111111111,377.42997577722224,253.61111111111114
100,16,Rural,Gold,96,3.65,Night,1,163,560.6703257,1.2345679012345678,2.375,1643.9407697993827,193.20987654320982
79,7,Rural,Silver,31,4.82,Night,0,100,322.9000695,1.975,1.5714285714285714,1002.1434299839285,210.35714285714286
99,9,Rural,Silver,33,4.98,Afternoon,0,110,292.3393609,1.2222222222222223,1.2222222222222223,436.7044773938272,49.382716049382736
34,24,Urban,Silver,3,4.41,Morning,0,97,242.751717,0.85,1.5833333333333333,326.7033524625,34.58333333333332
54,21,Urban,Silver,23,4.44,Evening,1,136,442.7796306,1.35,1.8095238095238095,1081.6473833228572,144.28571428571428
77,43,Suburban,Regular,73,4.07,Afternoon,1,131,505.5467165,1.925,0.8837209302325582,860.0172630691861,70.11627906976746
80,21,Urban,Regular,85,4.21,Morning,1,146,474.9171618,2.0,1.8095238095238095,1718.7478236571428,261.9047619047619
74,54,Urban,Regular,16,4.35,Afternoon,1,147,617.4346784,1.85,0.7037037037037037,913.8033240320002,48.00000000000002
57,38,Urban,Regular,31,3.97,Morning,1,64,294.8553699,1.425,1.0,420.16890210750006,42.50000000000001
97,66,Urban,Silver,90,3.6,Evening,1,150,717.467322,1.1975308641975309,0.5757575757575758,687.3514097185185,-4.197530864197524
52,14,Suburban,Gold,97,4.83,Evening,1,66,266.977217,1.3,2.7142857142857144,942.0481799857143,252.8571428571429
51,37,Rural,Regular,34,4.64,Afternoon,0,100,383.3711771,1.275,1.027027027027027,502.00901433770264,30.945945945945923
87,52,Urban,Gold,15,3.57,Night,0,66,266.4336179,1.0740740740740742,0.7307692307692307,228.93555315851856,-14.074074074074058
91,42,Suburban,Silver,76,4.96,Morning,0,86,336.3943924,1.123456790123457,0.9047619047619048,341.931748653498,1.646090534979438
85,34,Rural,Regular,66,4.59,Morning,1,163,764.8593556,1.0493827160493827,1.1176470588235294,897.0572689135803,17.283950617283963
57,21,Rural,Silver,28,4.93,Night,0,141,588.6941798,1.425,1.8095238095238095,1517.9899921985716,157.85714285714286
28,8,Urban,Regular,67,3.78,Afternoon,1,58,305.2426677,0.7,1.375,335.7669344700001,10.000000000000018
58,30,Urban,Regular,32,4.14,Night,0,75,256.3738037,1.45,1.2666666666666666,470.8732194623333,83.66666666666664
31,9,Rural,Gold,18,4.42,Morning,1,114,461.0193486,0.775,1.2222222222222223,450.7744741866667,-2.2222222222222197
27,11,Suburban,Gold,88,4.5,Evening,1,144,581.7472844,0.675,1.0,465.39782752,-20.0
90,75,Urban,Gold,88,4.1,Afternoon,0,106,472.5465909,1.1111111111111112,0.5066666666666667,420.0414141333334,-11.111111111111105
54,8,Suburban,Regular,41,3.89,Morning,0,168,573.4835718,1.35,1.375,1064.5288801537502,85.625
23,9,Suburban,Silver,50,3.84,Evening,1,34,192.3850222,0.575,1.2222222222222223,188.10979948444447,-2.2222222222222157
94,64,Urban,Regular,62,4.87,Night,0,166,744.0359811,1.1604938271604939,0.59375,690.7593306014815,-7.160493827160493
86,20,Suburban,Silver,51,3.75,Morning,1,110,412.2574631,1.0617283950617284,1.9,831.6403638338271,101.72839506172839
79,55,Suburban,Regular,91,4.39,Morning,0,48,189.560565,1.975,0.6909090909090909,299.5056927,57.99999999999999
73,13,Urban,Regular,93,3.95,Night,0,90,357.0434722,1.825,2.923076923076923,1904.6895997746153,433.46153846153845
74,23,Urban,Regular,45,4.07,Morning,1,99,417.1740954,1.85,1.6521739130434783,1275.1016915921741,205.65217391304355
26,11,Urban,Gold,10,4.22,Morning,1,69,314.8447103,0.65,1.0,251.87576823999999,-20.0
99,30,Urban,Regular,74,4.21,Morning,1,160,629.9546011,1.2222222222222223,1.2666666666666666,975.2630491103704,54.81481481481482
80,42,Urban,Gold,85,4.22,Night,0,131,473.561754,2.0,0.9047619047619048,856.9212691428571,80.95238095238095
78,35,Rural,Regular,5,4.35,Evening,1,100,317.8809578,1.95,1.0857142857142856,672.9993992279999,111.7142857142857
63,6,Urban,Gold,29,4.79,Evening,1,24,132.4992195,1.575,1.8333333333333333,382.59149630625,188.75
25,8,Rural,Regular,30,4.44,Night,0,115,430.785851,0.625,1.375,473.86443610000003,10.000000000000012
100,50,Urban,Regular,20,4.14,Evening,0,127,350.2265836,1.2345679012345678,0.76,345.90279861728396,-1.2345679012345716
46,8,Urban,Silver,32,4.81,Afternoon,0,112,466.4274793,1.15,1.375,737.538451643125,58.12499999999999
59,29,Urban,Regular,90,4.3,Night,0,145,651.730389,1.475,1.3103448275862069,1259.6375277051723,93.27586206896551
21,11,Rural,Gold,18,4.2,Morning,1,49,266.3480732,0.525,1.0,213.07845856,-19.999999999999996
64,7,Rural,Silver,48,4.67,Evening,0,64,266.3853768,1.6,1.5714285714285714,669.7689473828572,151.42857142857142
52,22,Suburban,Gold,72,3.6,Morning,1,101,303.8032264,1.3,1.7272727272727273,682.1763356436364,124.54545454545453
100,56,Suburban,Silver,67,4.2,Evening,0,169,461.9661914,1.2345679012345678,0.6785714285714286,456.2629050864197,-1.2345679012345778
83,72,Rural,Regular,25,4.62,Night,1,45,201.0575406,1.0246913580246915,0.5277777777777778,164.81753945481483,-18.024691358024686
89,10,Rural,Silver,36,4.12,Afternoon,1,13,94.21444739,1.0987654320987654,1.1,113.87153579606175,20.864197530864214
100,37,Rural,Silver,47,4.7,Afternoon,0,142,546.8574477,1.2345679012345678,1.027027027027027,693.3794798998998,26.793460126793455
71,7,Urban,Gold,31,4.83,Morning,1,60,292.7468301,1.775,1.5714285714285714,816.5545511003571,178.92857142857142
94,26,Suburban,Regular,0,3.94,Afternoon,1,40,150.9060377,1.1604938271604939,1.4615384615384615,255.9526907238367,69.61063627730294
52,23,Urban,Regular,41,4.23,Evening,0,134,534.9066334,1.3,1.6521739130434783,1148.8864213026088,114.78260869565217
27,15,Urban,Silver,31,4.95,Afternoon,0,103,315.265403,0.675,2.533333333333333,638.9378834133333,102.66666666666669
88,62,Urban,Regular,62,4.82,Afternoon,0,162,601.2360266,1.0864197530864197,0.6129032258064516,522.5557564523456,-13.086419753086428
48,38,Suburban,Silver,64,4.97,Night,1,152,701.469573,1.2,1.0,841.7634876,20.0
53,35,Suburban,Regular,1,3.67,Morning,1,88,392.0078846,1.325,1.0857142857142856,563.9313425602857,43.85714285714284
31,12,Suburban,Gold,34,4.7,Night,0,105,331.8375249,0.775,3.1666666666666665,840.65506308,153.33333333333331
56,34,Suburban,Silver,1,4.56,Afternoon,0,121,307.5259291,1.4,1.1176470588235294,481.1876302388235,56.470588235294116
48,35,Rural,Gold,47,4.26,Morning,0,26,68.271745,1.2,1.0857142857142856,88.94833062857141,30.28571428571427
93,66,Suburban,Silver,22,3.91,Night,0,180,765.4397486,1.1481481481481481,0.5757575757575758,703.0705838992593,-8.148148148148145
49,18,Rural,Silver,62,4.92,Afternoon,0,62,168.3662892,1.225,2.111111111111111,435.4139312366667,158.61111111111114
72,33,Rural,Gold,63,4.25,Evening,0,132,351.773619,1.8,1.1515151515151516,729.1307739272727,107.27272727272725
62,11,Suburban,Gold,37,4.23,Morning,1,71,363.345753,1.55,1.0,563.18591715,55.00000000000001
39,15,Suburban,Regular,53,4.6,Evening,1,38,201.7146763,0.975,2.533333333333333,498.23525046099996,146.99999999999997
67,56,Urban,Gold,49,4.22,Afternoon,1,23,121.439999,1.675,0.6785714285714286,162.72959866000002,34.00000000000002
88,15,Urban,Regular,39,4.51,Afternoon,0,137,598.7750233,1.0864197530864197,2.533333333333333,1647.9865661853498,175.22633744855966
29,16,Urban,Silver,75,4.11,Morning,1,80,371.1242881,0.725,2.375,705.13614739,90.0
100,24,Urban,Silver,88,4.49,Night,0,56,173.6669675,1.2345679012345678,1.5833333333333333,339.47246733539095,95.47325102880659
98,43,Suburban,Gold,62,4.98,Morning,0,130,538.518528,1.2098765432098766,0.8837209302325582,575.7803612609819,6.919322423198393
35,10,Rural,Gold,40,3.54,Night,0,75,281.962567,0.875,1.1,271.3889707375,-3.7499999999999867
58,14,Rural,Gold,10,3.77,Morning,0,95,258.0144597,1.45,2.7142857142857144,1015.4711949621428,293.5714285714286
22,7,Urban,Gold,53,4.43,Morning,1,98,476.2019962,0.55,1.5714285714285714,598.65393808,25.71428571428571
84,37,Suburban,Regular,94,3.83,Night,0,28,124.6455032,1.037037037037037,1.027027027027027,132.75557097577575,6.506506506506494
91,14,Suburban,Silver,19,4.78,Night,1,19,111.1127149,1.123456790123457,2.7142857142857144,338.82519234938275,204.93827160493828
56,29,Urban,Gold,67,4.49,Afternoon,0,125,421.8171879,1.4,1.3103448275862069,773.8163584924138,83.44827586206895
97,21,Rural,Regular,36,3.72,Evening,1,23,134.0510145,1.1975308641975309,1.8095238095238095,290.483268340388,116.69606114050556
57,47,Urban,Gold,26,3.8,Morning,0,30,132.4032477,1.425,0.8085106382978723,152.5454438926596,15.212765957446814
94,27,Suburban,Silver,100,3.6,Night,1,172,547.9814624,1.1604938271604939,1.4074074074074074,895.0113322783724,63.32876085962508
84,6,Suburban,Gold,24,3.74,Morning,0,68,281.9682458,1.037037037037037,1.8333333333333333,536.087775965432,90.12345679012344
40,11,Rural,Silver,1,4.24,Night,1,35,182.4663214,1.0,1.0,182.4663214,0.0
65,36,Suburban,Silver,20,4.39,Night,1,87,313.7742266,1.625,1.0555555555555556,538.209958126389,71.5277777777778
35,22,Urban,Silver,28,4.88,Afternoon,1,116,422.886661,0.875,1.7272727272727273,639.1355217386364,51.13636363636363
40,30,Urban,Regular,67,4.03,Evening,1,143,529.6967147,1.0,1.2666666666666666,670.9491719533333,26.66666666666666
61,45,Urban,Silver,6,4.99,Evening,0,10,25.99344945,1.525,0.8444444444444444,33.4737865695,28.777777777777775
50,14,Urban,Gold,98,3.52,Night,1,109,351.5699575,1.25,2.7142857142857144,1192.8266415178573,239.28571428571433
98,25,Suburban,Silver,30,4.76,Afternoon,0,60,154.6871597,1.2098765432098766,1.52,284.471596406321,83.90123456790126
54,37,Suburban,Regular,41,4.69,Afternoon,1,16,106.5920823,1.35,1.027027027027027,147.78848167540542,38.64864864864867
37,13,Rural,Regular,31,4.66,Afternoon,0,35,132.1665679,0.925,2.923076923076923,357.35806628346154,170.38461538461542
78,41,Urban,Silver,12,4.99,Afternoon,0,22,76.22496122,1.95,0.926829268292683,137.76267381468293,80.73170731707317
84,21,Rural,Gold,88,3.5,Afternoon,0,146,598.94004,1.037037037037037,1.8095238095238095,1123.936865185185,87.65432098765432
44,32,Suburban,Silver,51,4.2,Afternoon,1,168,563.1508996,1.1,1.1875,735.6158626025001,30.625000000000018
25,11,Urban,Silver,92,3.91,Night,0,115,310.1546163,0.625,1.0,248.12369304,-19.999999999999996
38,13,Urban,Gold,38,4.46,Evening,1,28,145.1375686,0.95,2.923076923076923,403.03586357384614,177.69230769230765
85,25,Urban,Silver,21,4.03,Morning,0,73,323.5576858,1.0493827160493827,1.52,516.0944815476543,59.506172839506156
31,13,Suburban,Gold,87,4.04,Evening,0,11,31.56567616,0.775,2.923076923076923,73.81511963569231,133.84615384615387
67,6,Rural,Regular,25,4.45,Evening,1,31,144.4626376,1.675,1.8333333333333333,443.6206829633333,207.08333333333334
77,11,Rural,Silver,70,3.82,Night,1,63,252.4930471,1.925,1.0,486.0491156675,92.5
32,11,Suburban,Silver,30,3.53,Afternoon,1,32,146.5127744,0.8,1.0,117.21021952000001,-20.0
71,30,Rural,Regular,60,4.83,Evening,1,156,501.80135,1.775,1.2666666666666666,1128.2167019166666,124.83333333333333
65,38,Urban,Regular,13,4.77,Morning,1,132,610.7325515,1.625,1.0,992.4403961875,62.5
64,29,Urban,Silver,66,3.79,Night,1,37,194.2623994,1.6,1.3103448275862069,407.2811683972414,109.65517241379312
48,38,Urban,Silver,45,4.17,Afternoon,0,87,318.210126,1.2,1.0,381.8521512,19.999999999999993
76,42,Rural,Gold,95,3.93,Morning,0,180,512.6251102,1.9,0.9047619047619048,881.2269751533332,71.90476190476188
76,53,Urban,Regular,77,3.67,Afternoon,1,179,555.8919188,1.9,0.7169811320754716,844.955716576,52.0
71,14,Suburban,Silver,8,4.44,Night,0,76,242.1588608,1.775,2.7142857142857144,1166.6867972114287,381.78571428571433
76,9,Urban,Silver,64,4.16,Evening,0,10,41.40499128,1.9,1.2222222222222223,96.15159086133333,132.22222222222223
51,14,Rural,Gold,16,3.51,Night,1,30,180.8865537,1.275,2.7142857142857144,625.9966804832144,246.07142857142858
88,38,Rural,Gold,29,3.73,Evening,1,167,537.8971059,1.0864197530864197,1.0,584.3820409777778,8.641975308641975
60,24,Rural,Gold,5,3.79,Afternoon,1,154,556.6629286,1.5,1.5833333333333333,1322.074455425,137.5
73,55,Rural,Regular,55,4.2,Afternoon,0,52,158.5563431,1.825,0.6909090909090909,231.49226092599997,45.99999999999999
23,10,Urban,Silver,80,3.88,Afternoon,0,22,59.4454065,0.575,1.1,52.31195772,-11.999999999999991
74,27,Suburban,Silver,51,3.75,Morning,1,111,334.1449975,1.85,1.4074074074074074,870.0145675648149,160.37037037037044
49,6,Suburban,Gold,18,4.41,Night,1,148,443.7750198,1.225,1.8333333333333333,996.6447319675001,124.58333333333336
